vazao,vazao_calc,chuva_media
2.802,2.315534,0.649
1.622,3.0895147,6.226
4.112,1.2750007,2.846
0.672,4.2867885,9.831
0.949,2.0559077,2.898
0.672,0.0,0.517
0.418,0.0,0.006
0.29,0.0,2.156
0.238,0.0,1.905
0.214,0.0,1.188
0.263,0.01371486,4.983
0.263,0.0,0.145
0.238,0.0,0.458
0.192,0.0,3.832
0.152,0.0,0.173
0.152,0.0,0.04
0.119,0.0,0.0
0.119,0.0,0.156
0.104,0.0,1.292
0.09,0.0,0.217
0.078,0.0,0.214
0.078,0.0,0.037
0.067,0.0031280566,0.241
0.057,0.00904291,0.545
0.057,0.017082892,0.074
0.048,0.026648311,0.015
0.04,0.037242536,0.174
0.04,0.048574235,1.064
0.04,0.06039771,1.584
0.033,0.07243016,1.526
0.033,0.08441864,1.428
0.027,0.095973365,0.467
0.0,0.106908605,0.391
0.0,0.11701778,0.0
0.0,0.12628606,0.369
0.0,0.13474144,0.8
0.0,0.14219633,0.0
0.0,0.14864814,0.004
0.0,0.15434247,1.277
0.0,0.15911771,0.294
0.0,0.16299725,0.218
0.0,0.1661868,1.208
0.0,0.16882664,1.892
0.0,0.17069928,0.285
0.0,0.17193522,0.798
0.0,0.17328216,4.556
0.0,0.16999695,3.022
0.0,0.17042337,0.303
0.0,0.17041846,1.454
2.002,0.18872726,6.117
0.078,0.26947892,8.764
98.966,0.41359392,8.639
5.573,0.096339956,3.618
1.712,0.1911277,7.315
0.722,0.0,2.131
0.418,0.0,0.393
0.35,0.0,0.67
0.238,0.0,0.196
0.171,0.0,2.555
0.119,0.0,0.174
0.09,0.0007957982,0.528
0.067,0.0022511669,1.282
0.057,0.00419801,2.607
4.99,0.94820297,21.279
4.99,4.130844,15.685
19.964,1.0636898,1.809
3.202,2.8913774,9.92
1.712,4.271343,7.738
3.202,2.2754946,3.154
0.888,0.0066957343,0.572
0.494,0.0,0.197
0.418,0.0,0.0
0.35,0.0,0.069
0.29,0.0,1.341
0.238,0.0,1.756
0.214,0.013910424,5.154
1.012,0.53074765,8.008
0.383,0.0,1.309
0.319,0.0,0.876
0.263,0.0,0.394
0.214,0.0,1.222
0.135,0.0,0.191
0.09,0.0026506486,2.851
0.09,0.007970099,0.19
0.067,0.015332349,0.743
0.057,0.024306161,1.309
0.057,0.03438676,0.704
0.048,0.04555508,3.136
0.048,0.05740699,2.226
0.048,0.069456615,1.015
0.04,0.08167289,2.214
0.04,0.12024643,5.049
0.033,0.031850908,1.631
0.033,0.0411137,4.055
0.027,0.12593175,6.222
0.057,0.0,1.877
0.057,0.0,2.124
0.067,0.00054185174,0.667
0.057,0.0026402571,0.824
0.171,0.00574716,1.293
0.135,0.17263162,9.463
0.135,0.4070171,7.296
0.214,0.55588084,5.802
0.319,0.0,1.513
0.238,0.048157938,6.793
0.171,0.0,0.524
0.238,0.0,0.0
0.35,0.0,0.128
0.119,0.0008387734,1.342
0.09,0.003415693,0.346
0.078,0.0071400334,0.805
0.057,0.011839172,2.081
0.048,2.2798564,20.63
0.238,0.07198242,1.077
0.494,0.0,0.711
0.319,0.0,0.498
0.192,0.0,1.771
0.135,0.0,3.567
0.104,0.0,4.303
0.09,2.4039748,15.862
0.319,1.6998315,3.96
0.418,0.12070932,1.85
0.214,0.0,0.052
0.171,0.0,0.0
0.104,0.0,0.76
0.057,0.0025617261,1.893
0.04,0.0078052,1.333
0.017,0.09835341,5.95
0.01,3.5116727,15.261
0.007,5.3533306,7.918
0.033,0.84641635,0.676
2.437,0.0,0.61
2.931,0.0,3.03
1.012,0.0,3.016
0.578,0.0,0.874
0.383,0.0,0.732
0.319,0.0,0.453
0.29,0.0027222128,0.172
0.238,0.008049111,0.33
0.214,0.015393666,0.791
0.171,0.024302248,1.108
0.135,0.034479175,2.02
0.119,0.04538071,0.691
0.078,0.05666125,0.719
0.057,0.06846135,3.166
0.033,0.08017616,0.935
0.021,0.09145331,0.205
0.01,0.10251468,2.234
0.005,0.11298308,0.941
0.005,0.12336422,3.975
0.003,0.1331093,1.609
0.003,0.14201511,0.917
0.003,0.1499326,0.361
0.002,0.15686621,0.428
0.003,0.16289413,0.785
0.003,0.16797987,0.49
0.002,0.17215131,0.452
0.002,0.17548373,0.632
0.003,0.17834379,2.568
0.003,0.18044002,0.655
0.002,0.18177931,0.359
0.001,0.18278289,2.812
0.001,0.2418623,7.693
